"P11_L","P12_L","P13_L","P14_L","P15_L","P16_L","P17_L","P18_L","P19_L","P20_L","P11_PL","P12_PL","P13_PL","P14_PL","P15_PL","P16_PL","P17_PL","P18_PL","P19_PL","P20_PL"
"CCDC30",3.8186,3.92643333333333,4.22533333333333,3.90566666666667,3.8248,3.99396666666667,3.90583333333333,3.9434,4.07953333333333,4.10733333333333,4.11623333333333,3.91116666666667,4.07636666666667,3.9196,4.17313333333333,3.73903333333333,3.59473333333333,4.06316666666667,4.17126666666667,4.0274
"CCDC33",4.72085,4.6637,4.93465,4.7938,4.79935,4.68005,4.61575,4.8081,4.7277,4.7001,4.94115,4.6797,4.8783,4.77385,4.70815,4.79085,4.7158,4.9043,4.7335,4.76555
"CCDC34",5.1722,5.53305,5.4829,5.6954,5.3602,5.4497,5.31935,5.74925,5.6589,5.49205,5.44145,5.40375,5.796,5.32665,5.2648,5.3553,5.21665,5.43275,5.472,5.59705
"CCDC36",4.50676666666667,4.5828,4.32583333333333,4.09113333333333,4.63796666666667,3.98583333333333,4.33576666666667,4.44663333333333,4.44656666666667,4.33186666666667,4.48826666666667,4.446,4.2923,4.17443333333333,4.33246666666667,4.19216666666667,4.42546666666667,4.3104,4.21263333333333,4.46383333333333
"CCDC37",5.1402,5.226,5.40865,5.008,5.29655,5.05675,5.1083,5.29685,5.09345,5.0935,5.11265,5.21705,5.2792,5.24795,5.3128,4.9528,5.13415,5.32,5.2041,5.05825
"CCDC37-AS1",3.68046666666667,3.80316666666667,3.65756666666667,3.64816666666667,3.8344,3.6647,3.71846666666667,3.74993333333333,3.97723333333333,3.6597,3.92783333333333,3.87463333333333,3.9824,3.60486666666667,3.7838,3.73526666666667,3.55523333333333,3.8595,3.63983333333333,3.7521
"CCDC38",3.7763,3.4892,3.4522,4.9385,3.9157,3.6468,3.6013,3.3888,3.5862,3.7037,3.1972,4.2331,4.3979,3.3216,3.6765,3.3041,3.4286,3.3989,3.2782,3.4675
"CCDC39",6.048,5.1836,4.5233,4.8203,4.8786,4.6438,5.3511,4.2792,4.8932,5.1466,4.9569,5.1888,4.8766,5.0135,4.9944,4.9886,5.3953,5.0137,5.28,4.0647
"CCDC40",5.0081,5.06146,5.20402,4.97584,4.94866,4.9494,4.86024,5.10348,5.24592,4.86902,5.03072,5.07998,5.08378,4.86288,5.0156,4.7715,4.92226,5.12572,5.10838,4.86098
"CCDC42",4.9715,5.2815,5.6804,5.3007,5.5371,5.2416,5.2606,5.4394,5.2328,5.2736,5.3184,5.026,5.6057,5.4821,5.403,5.1371,5.1544,5.339,5.3224,5.2358
"CCDC42B",7.6134,7.41555,7.96135,7.91525,7.6742,7.7059,7.46925,7.65025,7.8309,7.46675,7.5428,7.58965,7.80805,7.7074,7.44435,7.53895,7.40105,7.6054,7.67915,7.60145
"CCDC43",9.5857,9.5456,9.8615,9.563,9.7321,9.8404,10.0167,10.0042,9.3309,9.4256,9.6554,9.5768,9.6896,9.7133,9.8231,9.8936,10.0342,9.7905,9.6692,9.5005
"CCDC47",11.23675,11.31315,11.32125,11.32665,11.21625,11.2372,11.35745,11.34935,10.95685,11.25385,11.2997,11.1313,11.31695,11.38775,11.4877,11.23655,11.14765,11.27135,11.1566,11.3066
"CCDC50",9.08648,9.50528,8.61254,9.1217,9.29682,9.01668,9.57004,8.89534,8.67584,9.3498,9.40776,9.112,9.03092,9.33872,9.08058,9.26054,9.64646,9.08354,9.2023,9.19304
"CCDC51",7.9151,7.6604,7.9665,8.0818,7.8681,7.9224,8.1272,7.7841,8.5186,8.0638,7.9781,7.6203,7.6045,8.0587,7.9474,7.8434,8.1357,7.5314,8.2086,8.0535
"CCDC53",10.4977,10.8029,10.8298,10.7451,10.9481,11.1391,10.6034,10.8342,11.0457,11.0095,10.6359,10.8027,10.7013,10.6521,10.8063,11.1096,10.5895,10.7567,10.861,10.8398
"CCDC54",2.8389,2.5006,3.0514,2.9756,2.9584,3.137,3.0901,3.1337,3.2515,2.655,2.9732,3.5546,3.0582,2.7751,3.2703,3.1451,2.8585,2.9846,2.8598,2.6251
"CCDC57",5.43724,5.34128,5.51204,5.3888,5.39388,5.28182,5.2249,5.49952,5.4787,5.39372,5.39946,5.39412,5.44812,5.44188,5.51788,5.37728,5.32966,5.63148,5.40776,5.4097
"CCDC58",8.5232,9.4396,10.414,8.6641,8.39,9.7841,9.4571,9.0721,10.0703,8.4296,8.9109,9.0877,10.2756,8.9867,8.3687,9.7027,9.4448,8.6865,10.1412,8.3417
"CCDC59",9.69845,9.6944,9.92265,9.92545,9.73485,9.65785,9.72095,9.67975,9.899,9.8182,9.52585,9.50785,9.7622,9.8744,9.59535,9.67345,9.69675,9.6108,9.76285,9.7076
"CCDC6",11.3022,11.43995,11.5235,11.16595,11.3098,11.3437,11.3392,11.42055,11.1456,11.0113,11.34495,10.9747,11.44125,11.499,11.30125,11.3153,11.18055,11.3493,11.2736,10.96645
"CCDC60",4.8519,4.8556,5.4617,5.1965,4.9892,4.9981,5.0396,5.1875,5.2268,5.1244,4.9253,4.3101,5.0559,5.0638,4.9873,5.2969,4.9854,4.8813,5.2041,4.8811
"CCDC61",5.9715,5.79943333333333,6.1439,5.87943333333333,6.02826666666667,6.0758,6.0224,6.25913333333333,6.3387,6.0139,5.881,5.98643333333333,6.13163333333333,6.01813333333333,6.04666666666667,6.06926666666667,5.92826666666667,6.1571,6.24186666666667,6.0449
"CCDC62",4.1773,3.5155,4.1819,4.2492,3.9995,4.0905,3.4603,3.109,4.0082,3.6885,3.0132,3.6909,3.224,3.3799,3.9128,3.4639,3.5561,3.3467,3.3611,3.4373
"CCDC63",4.0463,4.1265,4.9133,4.2313,4.6177,4.096,3.8987,4.4173,4.0674,3.8609,3.8712,4.0993,3.9845,4.0749,3.9521,4.2155,4.1402,3.9375,4.0999,4.1664
"CCDC64",7.73875,7.47725,8.33725,7.81155,8.02765,7.80355,7.39085,7.7275,8.2818,7.63745,7.2254,7.55935,7.96645,7.8777,7.6204,7.57195,7.20305,7.6523,7.95385,7.4131
"CCDC64B",8.355,8.1165,8.7467,8.138,8.566,8.4084,7.6114,8.1577,8.8266,8.2688,7.8231,8.5459,8.5739,7.9682,8.0578,7.9806,7.7344,8.2593,8.4742,8.0789
"CCDC65",3.9205,4.1084,3.77583333333333,3.55826666666667,4.16146666666667,3.82763333333333,3.9603,4.08676666666667,4.02976666666667,3.52523333333333,3.83446666666667,4.19546666666667,3.64803333333333,4.05526666666667,3.90303333333333,4.16226666666667,4.042,3.83883333333333,4.08813333333333,4.1035
"CCDC66",5.6835,5.4325,5.3787,5.27155,5.5771,5.47695,5.239,5.2069,5.3821,5.2171,5.325,5.93125,5.69785,5.6707,5.2773,5.2315,5.3598,5.4101,5.2735,5.2419
"CCDC67",2.51675,2.55875,2.700975,2.687525,2.57495,2.6567,2.4937,2.588625,2.6945,2.788225,2.531225,2.66225,2.66955,2.62455,2.548425,2.600175,2.4679,2.54275,2.601575,2.730725
"CCDC68",4.4662,4.9779,4.0215,5.064,5.0504,4.06,4.5689,4.5341,4.6866,5.218,4.7208,4.9708,4.6884,4.9858,5.0157,4.2485,5.096,4.3877,4.7367,4.7632
"CCDC69",8.558,8.45185,8.1628,8.4875,9.13575,8.99195,8.76275,8.67205,9.1137,9.4021,8.81405,8.48065,8.07455,8.51445,8.84465,9.0723,9.12245,8.4907,9.4893,8.95805
"CCDC7",6.06366666666667,6.2761,5.79396666666667,6.36896666666667,6.08106666666667,6.05643333333333,6.3291,5.6857,5.9229,6.3838,6.39393333333333,6.06443333333333,6.2706,5.73193333333333,6.10936666666667,6.2295,6.18183333333333,5.49233333333333,6.1177,6.09606666666667
"CCDC70",4.1893,3.4085,3.9686,3.8188,3.9701,3.6279,3.819,3.9496,4.0189,3.7008,3.5224,3.9182,3.847,4.0057,3.821,3.528,3.8578,3.896,3.5869,3.8622
"CCDC71",5.5339,5.8135,5.9433,5.2982,5.6377,5.7932,5.5426,5.3547,5.6469,5.282,5.5438,5.8978,5.9094,5.6068,5.4867,5.9777,5.7006,5.6855,5.6835,5.3432
"CCDC71L",6.53695,6.625875,6.0426,6.775975,6.66,6.31665,6.885525,6.65605,6.49305,6.7078,6.4658,6.5645,6.237,6.602975,6.413225,6.463125,6.785825,6.43965,6.354675,6.59235
"CCDC74A",6.923,6.5928,6.94615,6.8641,6.65165,6.53275,6.5205,6.6741,6.65765,6.6644,6.6597,6.51175,6.98125,6.9011,6.5287,6.54225,6.7963,6.713,6.54625,6.56215
"CCDC77",7.4672,7.4403,7.7703,7.299,7.6922,7.6719,7.6737,7.4084,7.9578,7.455,7.1598,7.5757,7.7421,7.3364,7.4369,7.5226,7.5081,7.4307,7.5284,7.4277
"CCDC78",5.3958,5.6086,5.5693,5.6859,5.5459,5.6766,5.4377,5.8328,5.8075,5.7295,5.1453,5.8016,5.6982,5.7958,5.5795,5.614,5.5294,5.542,5.6474,5.6998
"CCDC79",2.7448,2.6008,2.5356,2.6987,2.4425,2.6552,2.6233,2.8708,2.558,2.5456,2.3075,2.5533,2.3484,2.2451,2.4043,2.7843,2.5324,2.5777,2.4488,2.4198
"CCDC8",6.78705,7.08875,5.682,7.19495,5.8197,6.44835,6.76865,6.9513,6.27085,6.9221,6.9006,7.10685,6.6401,6.95175,7.0542,6.74455,6.8852,6.74055,6.68115,7.23495
"CCDC80",12.5946333333333,11.1708333333333,10.1132666666667,11.6574,11.8599,11.3922666666667,11.4428666666667,11.4707666666667,11.3052666666667,12.1963333333333,12.6294666666667,11.1864333333333,10.4089,11.7506333333333,11.5152333333333,12.0002666666667,11.2272666666667,11.0961333333333,11.5454,11.4395
"CCDC81",3.8047,3.746,3.7027,3.8875,3.9512,4.4592,3.4882,3.9019,3.7322,3.7865,4.2514,3.3737,3.8206,4.0815,3.7137,3.8252,3.8656,3.8752,3.8175,3.7976
"CCDC82",6.1027,6.451525,6.071225,6.47285,6.205875,6.403525,6.42135,6.1912,6.5275,6.3937,6.14325,6.2509,6.173575,6.5562,6.093825,6.384875,6.406025,6.247725,6.29165,6.233475
"CCDC83",2.2985,2.1229,2.5007,2.2672,2.1134,2.4323,2.1731,2.3276,2.1431,2.3016,2.0433,2.3157,2.2768,2.1085,2.1265,2.1689,2.1297,2.3057,2.3005,2.2194
"CCDC84",10.1314,10.255,10.0813,9.6264,10.0295,9.6605,9.491,9.4274,10.2215,9.6414,9.8535,10.3478,10.2028,9.8219,9.6073,9.5965,9.865,9.9385,10.066,9.7765
"CCDC85A",6.62645,6.7673,6.7946,6.731,6.73355,6.7394,7.37055,6.75385,6.79585,7.13785,6.6212,6.64025,6.72415,6.92235,6.9212,6.84815,7.1951,6.79795,6.6653,7.09095
"CCDC85B",5.79496666666667,5.91803333333333,6.1189,6.2397,6.1586,5.90406666666667,5.94526666666667,6.20896666666667,6.04343333333333,5.99263333333333,5.9878,5.8243,5.94036666666667,5.96856666666667,6.00553333333333,5.84673333333333,6.05883333333333,5.97786666666667,5.9175,5.8353
"CCDC85C",9.3639,9.221,9.31075,9.1838,9.15515,9.04915,8.89225,9.4669,9.1993,9.28855,9.32255,9.1614,9.2102,9.07515,9.24775,9.0026,8.97695,9.3621,9.1739,9.1947
"CCDC86",8.5955,8.0027,8.6636,8.8215,8.7587,8.3387,8.0413,8.9231,8.7195,8.7723,8.8724,8.3547,8.3983,8.362,9.4653,8.2711,8.1169,8.9078,8.4865,9.1694
"CCDC87",3.8568,3.5809,3.8217,3.8545,3.9106,3.9999,3.7063,3.9228,4.5375,3.2942,3.542,3.8656,3.3649,3.786,3.542,3.1259,3.4655,3.8482,3.4887,3.9396
"CCDC88A",6.55243333333333,6.6549,5.5907,6.066,6.47376666666667,6.18973333333333,6.27976666666667,5.97948333333333,6.0515,6.45465,6.31931666666667,6.39913333333333,5.88083333333333,6.19056666666667,6.11793333333333,6.56445,6.35638333333333,5.9779,6.15391666666667,6.4038
"CCDC88B",7.2382,7.0835,6.9859,6.6912,7.0958,6.8641,6.8209,6.8975,7.38,6.9265,6.7823,7.0716,6.7675,6.8162,6.834,7.1047,6.8549,6.7281,6.9219,7.0786
"CCDC88C",5.544,5.4296,5.49703333333333,5.56423333333333,5.5498,5.88803333333333,5.3257,5.4003,6.099,5.72736666666667,5.4486,5.7821,5.3493,5.6139,5.0821,5.82103333333333,5.6765,5.5027,5.43183333333333,5.72486666666667
"CCDC89",5.1159,4.6461,4.3131,5.1662,5.4439,5.3398,5.2564,5.5004,4.8158,4.8885,4.8461,5.1074,3.9135,4.6934,5.6131,5.4953,5.1438,4.5528,5.6332,5.0229
"CCDC9",6.4916,6.3293,6.5172,6.5885,6.5895,6.4741,6.2803,6.7508,6.7023,6.4681,6.2717,6.5177,6.4998,6.4573,6.4828,6.4957,6.1684,6.8036,6.4756,6.2159
"CCDC90B",7.39223333333333,7.2921,7.30916666666667,7.48616666666667,7.66533333333333,7.58416666666667,7.6837,7.45913333333333,7.42323333333333,7.49606666666667,7.35663333333333,7.22503333333333,7.4191,7.32756666666667,7.5901,7.69903333333333,7.55366666666667,7.59483333333333,7.37196666666667,7.57456666666667
"CCDC91",8.7421,8.6204,8.3368,7.93305,8.16685,8.1456,8.5194,8.19765,7.8832,8.0814,8.86195,8.46995,8.7041,8.54055,8.544,8.47895,8.67815,8.48785,8.2729,8.4054
"CCDC92",9.3023,8.9318,8.3677,8.8723,8.93,8.9418,8.9382,8.758,9.3625,9.3255,8.9323,9.4102,8.1139,8.7001,8.6377,8.9404,9.0782,8.6764,8.9276,9.2083
"CCDC93",7.881575,7.942675,7.728675,7.808375,7.678925,7.9819,7.85295,7.70135,7.650375,7.6757,7.842825,7.78305,7.895375,7.864925,7.604575,7.9536,7.915,7.736325,7.715825,7.83925
"CCDC94",9.0013,8.4106,9.018,8.8575,9.0447,8.8213,8.9007,8.8111,8.6521,8.754,9.2544,8.5772,8.8174,8.7764,8.768,8.8018,8.8462,8.6403,8.6301,8.4595
"CCDC96",5.4186,4.674,5.5532,5.5233,6.0122,5.5542,5.5717,5.7611,6.2133,5.557,5.2253,5.649,5.5885,5.4958,5.1528,5.4141,4.818,5.2614,5.5996,5.4015
"CCDC97",7.2985,7.10966666666667,7.54733333333333,7.36286666666667,7.2724,7.39536666666667,7.36903333333333,7.2219,7.6665,7.33396666666667,7.32523333333333,7.29763333333333,7.14056666666667,7.43883333333333,7.29213333333333,7.33243333333333,7.31913333333333,7.3081,7.34896666666667,7.23843333333333
"CCER1",4.0611,4.1898,4.5533,4.1606,4.149,4.1171,4.1118,4.2925,4.397,4.1414,4.0153,4.2264,4.1372,4.0774,4.0632,4.0615,4.3649,3.9806,4.2748,4.2772
"CCHCR1",7.77745,7.3924,7.7224,7.4753,7.4785,7.56985,7.0346,7.301375,7.825825,7.4911,7.20285,7.550925,7.470925,7.542,7.339975,7.612975,7.44805,7.4268,7.5232,7.43515
"CCIN",5.4969,5.7035,5.6563,5.7249,5.472,5.3545,5.5736,5.695,5.7942,5.4991,5.5237,5.6331,5.5771,5.6241,5.662,5.4819,5.4285,5.6047,5.5611,5.4309
"CCK",5.068,5.2542,5.0897,4.8524,5.2286,5.0913,5.1665,5.2699,4.9556,5.3937,5.0165,5.2306,5.0127,5.1286,4.9167,5.067,5.1408,5.197,5.2228,4.9249
"CCKAR",5.26005,4.97185,4.85695,4.7225,5.16655,4.8124,4.71415,4.69875,4.7357,5.41025,5.579,4.6139,4.80735,4.8202,5.25985,4.58155,4.67465,4.68405,4.43515,4.9527
"CCKBR",4.9552,4.68725,5.03285,4.8899,5.0216,4.3847,5.2034,4.90035,4.7926,5.70365,4.90065,4.7842,4.9075,4.3936,5.30095,4.6804,5.42695,4.67795,5.1717,5.7604
"CCL1",4.4669,4.49,4.6961,3.9519,4.8031,4.6105,4.3182,4.2532,4.8857,4.2795,4.2681,4.2782,4.4008,4.2021,4.4307,4.7745,4.1421,4.636,4.1489,4.3935
"CCL11",4.2173,4.1914,4.6189,4.72,4.5422,4.6838,4.3961,4.558,4.5846,4.6035,4.4483,4.5599,4.3852,4.6479,4.5353,4.5582,4.4514,4.6193,4.4864,4.5052
"CCL13",11.1301,11.88705,9.79315,11.4932,10.89155,11.4521,10.87915,12.0168,11.496,11.49855,11.3418,11.69925,10.3591,11.5633,11.0773,12.09735,11.1277,11.8795,11.3967,11.1677
"CCL14",11.1059,11.2053,10.2887,11.0674,11.3013,11.0757,11.6521,10.9305,10.4155,12.1976,11.1991,11.1201,10.3653,11.1835,10.7204,11.3025,12.1559,10.8087,10.4323,11.7235
"CCL15",2.8426,3.3427,3.7885,2.9704,3.7667,4.5091,2.7015,3.0385,6.0878,4.088,2.7493,3.3572,3.6806,2.3002,3.7997,5.2516,2.6917,2.9835,6.0367,3.4453
"CCL16",5.5747,5.8902,4.3874,5.1525,5.2879,4.8944,5.3965,4.7469,5.1404,6.2354,4.9723,5.3266,5.0045,5.1724,5.0938,5.3867,6.6006,5.6683,4.5478,5.8127
"CCL17",5.5563,4.8163,4.2991,4.6949,4.956,5.8259,4.0153,6.5998,5.0343,5.5616,5.9988,5.0377,4.5813,4.2248,7.2504,5.1576,4.4708,6.8877,5.0598,6.6057
"CCL18",7.9384,9.17385,8.0281,9.81165,11.4499,11.22415,9.39505,11.06365,10.32305,9.4933,9.0759,9.1147,9.1987,9.5264,10.4222,11.9922,8.66065,10.95235,9.649,10.2726
"CCL19",8.9156,8.1447,7.9287,9.2736,9.1021,9.5672,8.5094,8.4011,8.8851,9.7058,9.1183,8.7371,8.0964,8.6052,8.9022,9.4756,9.2606,7.7635,9.2014,10.2244
"CCL2",10.0766,9.6404,8.9764,10.2788,9.5436,10.2354,9.8918,9.4105,10.6842,10.2831,10.4007,9.7733,9.0291,9.844,9.1568,10.2682,10.57,9.0161,10.0274,9.8935
"CCL20",5.0474,4.9371,4.2837,4.8884,5.3663,6.8,5.13,7.2439,6.0541,6.4611,4.6808,6.3595,3.8646,5.0425,5.2409,5.7166,5.4899,6.1974,5.383,4.8098
"CCL21",10.8964,10.4604,10.2247,10.5231,11.8023,10.2748,11.732,10.2961,10.8443,10.8632,11.5417,10.5514,10.2927,10.9563,11.2806,10.8084,11.7842,10.3954,10.7997,10.4761
"CCL22",8.5822,8.5283,8.5683,8.3396,8.8671,10.3066,9.1355,9.003,10.1601,9.2373,8.8548,8.3873,8.5543,8.6319,9.1577,9.4463,9.4832,9.1176,9.326,9.2785
"CCL23",5.9631,6.09475,4.84,6.2973,6.647,6.55415,6.75305,6.21155,7.6011,7.8019,6.06105,6.3975,4.9066,6.2729,6.133,6.64295,6.7999,6.0628,7.6457,7.3781
"CCL24",5.8841,6.0003,6.2631,6.3034,5.9763,5.7441,6.0318,5.8607,5.9421,5.9829,5.7326,6.0101,5.9368,6.5768,5.9226,5.7995,5.8685,6.1139,5.9447,5.7611
"CCL25",3.219,2.9711,3.2383,3.2657,3.1134,3.2457,3.4351,3.0467,3.2862,3.0719,3.3136,3.2058,3.3597,3.1569,3.272,3.0047,3.1556,3.1088,3.2136,3.0621
"CCL26",6.5408,6.3487,6.948,6.3476,6.7392,6.7798,5.1448,6.7732,7.7896,6.4823,6.6809,6.2347,6.5187,6.1313,6.932,6.2207,5.3938,6.8235,7.2964,5.9838
"CCL27",12.0348,11.1566,11.6202,10.3959,12.5351,12.7297,12.168,11.7188,12.865,11.9927,12.143,11.726,11.6583,9.6719,12.257,12.6191,12.4267,12.1271,12.498,11.7518
"CCL28",8.4745,9.45926666666667,8.13166666666667,9.3782,8.3176,8.34226666666667,9.1494,8.05706666666667,8.03666666666667,8.9809,8.56093333333333,8.80336666666667,8.72953333333333,8.7145,8.5222,8.624,9.2091,8.37356666666667,8.36436666666667,9.1985
"CCL3",5.7553,5.8365,5.9314,6.1596,6.7911,6.5373,5.3828,5.6397,6.1281,6.6594,5.8643,5.7604,5.5165,5.6429,6.0319,7.1108,5.848,5.7709,5.7858,7.3746
"CCL4",5.397,5.0086,5.1715,5.327,5.5915,5.7956,4.9491,5.2422,5.2427,5.9054,5.1704,5.906,5.375,5.0587,5.2189,6.0475,4.8488,5.2051,4.9656,6.0432
"CCL5",6.76676666666667,6.56123333333333,6.60683333333333,6.8804,7.99303333333333,7.72583333333333,6.6959,7.10966666666667,7.5896,7.5505,7.4521,7.15863333333333,6.9042,6.81903333333333,6.83493333333333,8.42113333333333,6.58516666666667,6.64223333333333,7.5327,7.9331
"CCL7",3.1503,2.8974,3.0554,2.9304,3.0494,2.9986,3.033,2.7907,3.4278,3.0323,3.1977,3.0118,3.0435,3.034,2.6351,3.0966,2.9416,2.8424,2.957,2.7306
"CCL8",8.2132,9.218,5.9674,8.9216,7.7559,7.498,7.2129,8.4304,7.2858,9.1183,7.4929,9.3361,6.4314,8.9039,8.1222,8.2606,8.3763,8.6605,7.5492,9.0206
"CCM2",7.3408,6.9531,7.2737,7.3001,7.2175,7.1672,7.3328,7.2202,7.5064,7.4986,7.285,7.0422,7.1369,7.4376,7.0198,7.2907,7.095,7.2104,7.2214,7.4552
"CCM2L",4.71435,4.76725,4.53025,4.3403,4.8521,4.42,4.51605,4.33205,4.85025,5.24505,4.7439,4.5283,4.2815,4.36155,4.68625,4.5453,4.88935,4.16435,4.3937,5.02445
"CCNA1",4.8946,4.9265,4.281,4.2776,3.8301,4.1785,4.3028,5.2969,3.5988,4.2629,3.6624,4.1745,3.8061,4.3098,4.216,4.433,3.6854,4.169,4.6312,4.235
"CCNA2",8.26865,7.8311,8.5564,7.94535,8.1191,8.9234,8.2785,8.5971,8.1416,8.2075,7.9596,8.0533,8.4781,7.97185,7.84585,8.5918,7.9521,8.1396,7.8473,8.3952
"CCNB1",7.2056,7.71965,8.20305,7.98415,7.77875,8.46155,7.783,8.14605,8.12995,8.16095,7.25645,7.4931,7.9362,7.78095,7.782,8.21795,7.23385,7.55885,7.57295,8.6122
"CCNB1IP1",11.1365,11.1569,11.169,11.3464,11.0933,11.0932,11.2545,11.044,11.3084,11.3536,11.2538,11.0648,11.0754,11.264,11.1135,11.1011,11.2777,11.1278,11.3452,11.0895
"CCNB2",5.77476666666667,5.5484,5.70656666666667,5.56786666666667,5.5684,5.8029,5.47233333333333,5.7804,5.36806666666667,5.51523333333333,5.34876666666667,5.51443333333333,5.7402,5.58776666666667,5.47986666666667,5.73876666666667,5.4254,5.4327,5.3556,5.6931
"CCNB3",4.0964,3.8018,4.2919,4.1644,3.9492,4.6014,4.5847,4.2461,5.0538,4.1499,4.2242,4.1953,4.2536,4.0022,4.5651,4.009,4.3843,4.3042,4.283,3.9255
"CCNC",9.37965,9.49395,9.186,9.11685,9.31245,9.24715,9.29855,9.2956,8.656,9.03135,9.22515,8.9038,9.3382,9.21215,9.2767,9.3298,9.26485,9.3788,8.91665,9.0195
"CCND1",9.9233,10.00495,10.43935,10.1702,10.2401,10.3239,10.7588,10.14655,9.93125,10.14495,10.1973,9.64625,10.4214,10.129,10.21295,10.31905,10.4607,10.2665,10.2206,10.1035
"CCND2",7.91915,8.222625,8.237075,7.928375,8.1659,8.172725,8.580325,8.64865,7.558075,8.335775,8.4517,7.731,8.29595,8.21305,8.327525,8.400125,8.093825,8.311325,7.931975,8.247725
"CCND3",7.28205,7.41345,7.1498,6.88205,7.3233,7.5279,7.0808,7.20415,7.23795,7.05555,7.2392,7.31915,7.19375,6.76795,7.2365,7.389,7.2315,7.21165,7.3682,7.5229
"CCNDBP1",10.6317,10.4245,10.4918,10.4864,10.5973,10.6646,10.5202,10.8566,10.7815,10.7588,10.8865,10.5759,10.4314,10.5402,11.1023,10.6161,10.524,10.9541,10.7377,10.862
"CCNE1",6.83375,6.7887,7.0116,6.61575,6.94605,6.8334,6.615,6.7705,6.6283,6.77205,6.68925,6.9199,6.7843,6.8737,6.9266,6.64995,6.62185,6.66975,6.45685,6.7739
"CCNE2",6.17475,5.93185,6.8026,6.1692,6.18165,6.8907,6.65095,6.7416,5.83545,6.07105,5.97555,5.69025,6.77485,6.1688,6.05225,6.52125,6.1418,6.5485,5.99225,6.0778
"CCNF",7.0402,6.95585,7.28515,6.6317,7.2151,7.54055,6.67685,7.75065,6.89855,7.12985,7.05765,6.71155,6.89705,7.01945,7.78755,7.29325,6.6157,7.27325,6.7463,7.2989
"CCNG1",11.4532,11.6082,11.1728,11.5434,11.5023,11.272,11.6425,11.4342,11.2896,11.6362,11.3847,11.4841,11.2633,11.4866,11.6508,11.3948,11.5632,11.4303,11.3479,11.7273
"CCNG2",7.60992,7.86826,7.23378,7.73968,7.914,7.80844,8.0838,7.77768,7.71926,8.14922,7.84362,7.69176,7.53618,7.75898,8.3885,7.96662,8.1415,7.78894,7.892,7.96614
"CCNH",10.661,10.7661,10.9538,10.8096,10.7792,10.7076,10.7122,10.8363,10.5201,10.7943,10.9146,10.6725,10.8189,10.8067,10.879,10.7166,10.7991,10.7787,10.6729,10.8546
"CCNI",11.8372333333333,12.0412333333333,11.8051666666667,12.1116666666667,12.1034333333333,12.0789,12.2648333333333,12.0853,11.7878333333333,12.1801666666667,12.2044666666667,11.8407333333333,11.9596333333333,12.1971333333333,12.2594666666667,12.229,12.2373,12.0472333333333,12.1454,12.1109666666667
"CCNJ",6.9058,6.9364,6.8079,6.84583333333333,6.77086666666667,6.70653333333333,6.76023333333333,6.7364,6.79106666666667,6.83693333333333,6.91356666666667,6.97663333333333,6.6973,6.96373333333333,6.848,6.62683333333333,6.7794,6.74356666666667,6.7704,6.97903333333333
"CCNJL",7.194,7.1109,6.805,7.1324,6.6338,6.6557,7.0575,7.0415,6.8303,7.3241,7.7312,7.1027,6.9008,7.0244,6.8097,6.9008,7.0194,7.134,7.0382,6.9938
"CCNK",9.6194,9.3946,9.8707,9.5775,9.44345,9.9956,9.66265,9.7718,9.2909,9.3211,9.5209,9.2557,9.6176,9.6403,9.5708,9.85095,9.83305,9.6446,9.40035,9.32595
"CCNL1",8.7918,8.570925,8.678925,8.436575,8.268275,8.6908,8.437225,8.418075,8.086375,8.1397,8.399675,8.614575,8.7242,8.507725,8.464425,8.59025,8.733125,8.6673,8.54005,8.25035
"CCNL2",10.2419666666667,10.1249333333333,9.9607,9.61153333333333,9.96363333333333,9.77493333333333,9.65643333333333,9.6872,9.8716,9.6144,9.38823333333333,10.1579333333333,10.0847,9.80106666666667,9.68276666666667,9.76316666666667,10.0580333333333,10.1464,9.9203,9.60786666666667
"CCNO",7.2536,7.2445,7.2601,6.8788,6.9682,7.0164,6.6264,7.0506,7.5224,6.9977,6.9361,7.4774,6.8589,6.736,7.1188,6.6747,6.3433,6.5824,7.2356,7.5186
"CCNT1",7.66105,8.0431,8.20025,7.96615,8.08545,8.2911,8.0166,8.21775,8.0706,8.01555,8.0748,7.7245,8.2095,8.053,8.19725,8.24365,7.75815,8.2871,8.15605,8.12025
"CCNT2",7.649,7.89105,7.767175,7.88475,7.80865,7.63255,7.73785,7.5338,7.98325,7.7431,7.481275,7.811725,7.80225,7.7867,7.66095,7.652825,7.65365,7.6863,7.8197,7.81785
"CCNT2-AS1",4.1138,3.717,4.1055,3.7131,3.7742,3.8275,4.1173,3.3973,4.3057,3.4164,3.9661,3.6744,3.6024,3.8376,4.0462,3.9994,3.8776,3.707,3.4794,4.4149
"CCNY",9.37286,9.568,9.52286,9.51904,9.54608,9.39508,9.65248,9.5124,9.39508,9.4873,9.45704,9.36194,9.56198,9.51424,9.53338,9.45138,9.5564,9.46566,9.60092,9.2883
"CCNYL1",7.7426,7.5365,7.60235,8.06375,7.57765,7.7289,7.8697,7.57885,8.1291,8.04755,7.7908,7.8945,7.4344,7.9251,7.8455,7.7877,7.6318,7.49025,7.68775,8.19005
